short_SMA,long_SMA,trades,sharpe_ratio
222,226,48,0.244527
222,228,40,0.132541
222,234,30,0.081871
222,236,28,0.150139
222,238,28,0.077383
222,240,30,0.047083
222,242,28,-0.104339
222,244,26,-0.127168
222,246,24,-0.157924
222,248,24,-0.286300
222,250,24,-0.266203
222,254,18,-0.318939
222,268,21,-0.501073
222,270,17,-0.559277
224,238,28,0.051279
224,240,28,-0.120051
224,242,30,-0.185158
224,250,24,-0.364819
224,256,18,-0.333234
228,244,30,-0.113347
228,250,30,-0.366890
228,254,24,-0.396390
230,234,44,0.089737
230,236,40,0.049963
230,238,40,-0.017864
230,240,36,-0.033997
230,242,32,-0.203519
230,246,32,-0.247927
230,250,28,-0.445855
230,254,26,-0.413276
230,256,24,-0.450162
232,236,46,-0.118628
232,244,32,-0.262593
232,248,30,-0.401308
232,280,15,-0.680470
234,236,62,0.003029
234,238,46,-0.085328
234,240,40,-0.131097
234,256,28,-0.476261
236,238,64,-0.112779
236,244,34,-0.431623
236,250,30,-0.444224
236,264,22,-0.495809
238,242,50,-0.364593
238,248,34,-0.514547
238,252,30,-0.430573
238,262,22,-0.503393
240,244,50,-0.573685
240,264,22,-0.476818
242,258,28,-0.426993
242,274,21,-0.581828
244,248,44,-0.585599
244,250,36,-0.541423
244,252,34,-0.454859
244,258,28,-0.392607
244,272,19,-0.540020
246,248,62,-0.572858
246,264,26,-0.408226
248,258,32,-0.354462
248,260,30,-0.393212
248,262,26,-0.409040
248,266,24,-0.469607
248,278,19,-0.690299
248,280,21,-0.678414
252,260,36,-0.396668
252,262,32,-0.362241
252,264,26,-0.385267
252,270,25,-0.594834
254,256,58,-0.442753
254,268,27,-0.542486
254,272,21,-0.594232
254,274,21,-0.668920
254,278,19,-0.673492
254,282,19,-0.702741
256,264,36,-0.509118
256,276,21,-0.647756
258,260,58,-0.516380
258,264,34,-0.532933
258,268,29,-0.616308
258,272,27,-0.678014
258,278,21,-0.703718
258,286,19,-0.623380
258,288,19,-0.471382
258,292,17,-0.541331
260,272,27,-0.587422
260,274,27,-0.683248
260,284,19,-0.713183
262,270,35,-0.576234
262,274,27,-0.754124
264,274,27,-0.781663
264,276,27,-0.771324
264,284,21,-0.723368
264,288,21,-0.539864
264,290,19,-0.563738
264,296,19,-0.560979
266,268,63,-0.720456
266,270,45,-0.793376
266,274,31,-0.769027
266,280,25,-0.645490
266,284,21,-0.620510
266,290,21,-0.533901
266,294,19,-0.567528
266,296,19,-0.600172
268,272,45,-0.800731
268,274,37,-0.753275
268,280,27,-0.779821
268,284,21,-0.670332
268,288,21,-0.527016
268,290,19,-0.573448
268,292,21,-0.503695
268,298,17,-0.592937
268,300,17,-0.555362
270,274,45,-0.779565
270,280,27,-0.756138
270,286,21,-0.542452
270,290,21,-0.552019
270,294,21,-0.532592
272,276,45,-0.637360
272,290,21,-0.541501
272,294,23,-0.629463
272,298,19,-0.586265
272,300,19,-0.501413
274,280,41,-0.703390
274,282,33,-0.590317
274,286,25,-0.498457
274,288,25,-0.414745
274,290,21,-0.541196
274,292,23,-0.533826
274,294,23,-0.553135
274,296,23,-0.523959
274,300,19,-0.494236
276,280,55,-0.627348
276,286,29,-0.417077
276,290,25,-0.501845
276,294,23,-0.519088
276,296,23,-0.490175
276,300,19,-0.511830
278,280,69,-0.543734
278,284,39,-0.392126
278,286,33,-0.286042
278,294,23,-0.484392
278,296,23,-0.494815
278,298,21,-0.514473
278,300,21,-0.486275
280,284,51,-0.514531
280,286,41,-0.483776
280,290,29,-0.493577
280,292,27,-0.447292
280,294,23,-0.507568
280,296,23,-0.538589
280,300,21,-0.509798
282,284,69,-0.650175
282,286,47,-0.562025
282,292,27,-0.494728
282,296,23,-0.490374
282,298,23,-0.472917
284,286,71,-0.598381
284,288,47,-0.558753
284,290,37,-0.427385
284,292,31,-0.467361
284,294,27,-0.477265
284,296,25,-0.412660
284,300,21,-0.428120
286,288,69,-0.455896
286,292,39,-0.410942
286,294,31,-0.343895
286,298,25,-0.362797
286,300,21,-0.438569
288,290,67,-0.315205
288,292,47,-0.340695
288,294,41,-0.462576
288,296,31,-0.394045
288,298,25,-0.408059
288,300,25,-0.371272
290,294,47,-0.459889
290,298,33,-0.424488
290,300,25,-0.390082
292,296,53,-0.478190
292,298,37,-0.433613
292,300,31,-0.330628
294,296,69,-0.396839
294,298,53,-0.437658
294,300,35,-0.367453
296,298,69,-0.324105
296,300,51,-0.347797
298,300,65,-0.327740
