short_SMA,long_SMA,trades,sharpe_ratio
65,270,10,0.125944
65,275,10,0.107461
65,280,10,0.106542
65,285,10,0.044087
65,290,10,0.053100
65,295,10,0.105989
65,300,12,0.089383
70,75,62,-0.139739
70,80,44,-0.308925
70,85,38,-0.249017
70,90,28,-0.068134
70,95,28,-0.183617
70,100,24,-0.132752
70,105,20,-0.112988
70,110,20,0.096143
70,115,16,0.096117
70,120,16,0.173940
70,125,16,0.101129
70,130,14,-0.014691
70,135,14,0.009039
70,140,14,-0.009990
70,145,14,-0.066262
70,150,14,-0.044751
70,155,14,-0.004383
70,160,14,0.099931
70,165,14,0.125181
70,170,14,0.150882
70,175,12,0.171029
70,180,10,0.128899
70,185,10,0.142778
70,190,12,0.120472
70,195,8,0.153358
70,200,8,0.153358
70,205,8,0.172550
70,210,8,0.189790
70,215,8,0.156036
70,220,8,0.145198
70,225,8,0.200450
70,230,8,0.208638
70,235,8,0.152170
70,240,8,0.152743
70,245,8,0.200112
70,250,8,0.184221
70,255,8,0.175217
70,260,10,0.166820
70,265,10,0.196404
70,270,10,0.175594
70,275,10,0.125245
70,280,10,0.093007
70,285,10,0.062529
70,290,10,-0.005606
70,295,10,0.007286
70,300,10,0.082422
75,80,54,-0.216350
75,85,42,-0.108334
75,90,38,-0.191119
75,95,30,-0.206254
75,100,26,-0.006883
75,105,22,0.040763
75,110,22,0.092571
75,115,16,0.057812
75,120,16,-0.014624
75,125,16,-0.049561
75,130,14,-0.021306
75,135,14,-0.038764
75,140,14,-0.046439
75,145,14,0.067994
75,150,14,0.122069
75,155,14,0.116818
75,160,14,0.157794
75,165,14,0.092452
75,170,18,0.131600
75,175,10,0.112407
75,180,8,0.171830
75,185,8,0.162842
75,190,8,0.164996
75,195,8,0.123059
75,200,8,0.123059
75,205,8,0.133176
75,210,8,0.097450
75,215,8,0.104428
75,220,8,0.093637
75,225,8,0.114827
75,230,8,0.142975
75,235,10,0.096625
75,240,8,0.137116
75,245,8,0.099719
75,250,8,0.101214
75,255,8,0.068857
75,260,8,0.038729
75,265,8,0.075005
75,270,8,0.084666
75,275,8,0.067378
75,280,8,0.139574
75,285,8,0.139574
75,290,8,0.155786
75,295,8,0.165108
75,300,8,0.192238
80,85,56,-0.342998
80,90,40,-0.266013
80,95,34,-0.128443
80,100,28,-0.003689
80,105,24,-0.003648
80,110,20,0.074442
80,115,16,0.000000
80,120,16,0.006933
80,125,16,-0.022542
80,130,18,0.123348
80,135,14,0.178691
80,140,14,0.188207
80,145,14,0.213799
80,150,14,0.179932
80,155,14,0.135786
80,160,14,0.033078
80,165,14,0.102136
80,170,10,0.076382
80,175,10,0.142088
80,180,8,0.108382
80,185,8,0.122598
80,190,8,0.066758
80,195,8,0.144821
80,200,8,0.152600
80,205,8,0.155498
80,210,8,0.127626
80,215,8,0.140960
80,220,8,0.094363
80,225,8,0.105649
80,230,8,0.136496
80,235,8,0.128021
80,240,8,0.120112
80,245,8,0.124028
80,250,8,0.118844
80,255,8,0.112434
80,260,8,0.141480
80,265,8,0.146135
80,270,8,0.171169
80,275,8,0.167657
80,280,8,0.197214
80,285,8,0.243791
80,290,8,0.263079
80,295,8,0.227104
80,300,8,0.169494
85,90,52,-0.027470
85,95,42,-0.082761
85,100,32,-0.131314
85,105,28,0.078285
85,110,22,0.016320
85,115,18,-0.023696
85,120,16,0.104081
85,125,16,0.175854
85,130,16,0.160753
85,135,18,0.217212
85,140,14,0.142377
85,145,16,0.116335
85,150,18,0.124937
85,155,14,0.065610
85,160,14,-0.035332
85,165,12,-0.000140
85,170,10,0.010738
85,175,10,0.018524
85,180,8,0.068163
85,185,8,0.111967
85,190,8,0.122109
85,195,8,0.097008
85,200,8,0.103152
85,205,8,0.100380
85,210,8,0.091404
85,215,8,0.101546
85,220,8,0.088902
85,225,8,0.097288
85,230,8,0.112066
85,235,8,0.133667
85,240,8,0.125866
85,245,8,0.159578
85,250,8,0.118654
85,255,8,0.146248
85,260,8,0.122248
85,265,8,0.148690
85,270,8,0.144170
85,275,8,0.151243
85,280,8,0.127906
85,285,8,0.128193
85,290,8,0.122310
85,295,8,0.131703
85,300,8,0.162177
90,95,54,-0.090649
90,100,40,-0.075023
90,105,28,-0.034539
90,110,26,0.017932
90,115,24,0.064332
90,120,16,0.091766
90,125,16,0.102118
90,130,16,0.133882
90,135,16,0.110803
90,140,16,0.089214
90,145,16,0.117501
90,150,14,0.094261
90,155,16,0.065852
90,160,12,-0.032420
90,165,12,-0.104650
90,170,10,0.036597
90,175,10,0.052602
90,180,8,0.104207
90,185,8,0.135898
90,190,8,0.152765
90,195,8,0.150520
90,200,8,0.112201
90,205,8,0.112201
90,210,8,0.112119
90,215,8,0.099440
90,220,8,0.107691
90,225,8,0.172751
90,230,8,0.131741
90,235,8,0.142976
90,240,8,0.136918
90,245,8,0.080905
90,250,8,0.109932
90,255,8,0.131549
90,260,8,0.104619
90,265,8,0.111958
90,270,8,0.117132
90,275,8,0.138671
90,280,8,0.151970
90,285,8,0.168094
90,290,8,0.193188
90,295,8,0.195237
90,300,8,0.193000
95,100,58,-0.144842
95,105,32,-0.021480
95,110,32,0.030710
95,115,24,-0.004767
95,120,20,0.102252
95,125,16,0.081037
95,130,16,0.124865
95,135,16,0.097435
95,140,16,0.165230
95,145,16,0.144692
95,150,16,0.061072
95,155,14,-0.027583
95,160,14,-0.044211
95,165,12,0.032407
95,170,10,0.084340
95,175,10,0.114851
95,180,8,0.132424
95,185,8,0.165163
95,190,8,0.091941
95,195,8,0.132082
95,200,8,0.135737
95,205,8,0.143103
95,210,8,0.133386
95,215,8,0.131949
95,220,8,0.143117
95,225,8,0.126949
95,230,8,0.161100
95,235,8,0.161100
95,240,8,0.171694
95,245,8,0.217370
95,250,8,0.223515
95,255,8,0.217245
95,260,8,0.176932
95,265,8,0.183395
95,270,8,0.195228
95,275,8,0.205773
95,280,8,0.161679
95,285,8,0.176131
95,290,8,0.198343
95,295,8,0.233854
95,300,8,0.237543
100,105,48,-0.016299
100,110,32,0.044096
100,115,24,0.159166
100,120,20,0.129237
100,125,22,0.128933
100,130,16,0.039640
100,135,16,0.063347
100,140,16,0.027225
100,145,16,0.050168
100,150,16,0.078573
100,155,16,0.085444
100,160,14,0.070059
100,165,18,0.211530
100,170,10,0.161716
100,175,10,0.142005
100,180,10,0.074092
100,185,8,0.111062
100,190,8,0.133371
100,195,8,0.159122
100,200,8,0.157422
100,205,8,0.153286
100,210,8,0.162337
100,215,8,0.155706
100,220,8,0.174737
100,225,8,0.174303
100,230,8,0.205064
100,235,8,0.208081
100,240,8,0.164611
100,245,8,0.169719
100,250,8,0.189908
100,255,8,0.200822
100,260,8,0.200607
100,265,8,0.261266
100,270,8,0.284420
100,275,8,0.282153
100,280,8,0.270025
100,285,8,0.277399
100,290,8,0.261127
100,295,8,0.310728
100,300,8,0.313195
105,110,46,0.180063
105,115,26,0.132387
105,120,24,0.105535
105,125,20,0.047312
105,130,20,0.133068
105,135,16,0.158081
105,140,16,0.109767
105,145,16,0.091594
105,150,16,0.118332
105,155,16,0.114539
105,160,16,0.131934
105,165,16,0.155026
105,170,12,0.125484
105,175,12,0.078592
105,180,10,0.086864
105,185,8,0.158159
105,190,8,0.182124
105,195,8,0.164894
105,200,8,0.083355
105,205,8,0.080212
105,210,8,0.123079
105,215,8,0.129976
105,220,8,0.140635
105,225,8,0.161142
105,230,8,0.174222
105,235,8,0.201710
105,240,8,0.201143
105,245,8,0.218572
105,250,8,0.268117
105,255,8,0.271113
105,260,8,0.269037
105,265,8,0.285954
105,270,8,0.280684
105,275,8,0.323681
105,280,8,0.331001
105,285,8,0.345248
105,290,8,0.341117
105,295,8,0.325987
105,300,8,0.368209
110,115,42,0.103132
110,120,28,0.053513
110,125,24,0.063618
110,130,20,0.107967
110,135,18,0.107570
110,140,16,0.088403
110,145,16,0.062264
110,150,16,0.063372
110,155,16,0.037757
110,160,16,0.006884
110,165,16,0.027293
110,170,12,0.118713
110,175,12,0.101434
110,180,12,0.204426
110,185,10,0.114069
110,190,8,0.084011
110,195,8,0.101360
110,200,8,0.146099
110,205,8,0.205260
110,210,8,0.241216
110,215,8,0.214583
110,220,8,0.216483
110,225,8,0.204166
110,230,8,0.219348
110,235,8,0.221473
110,240,8,0.273743
110,245,8,0.249628
110,250,8,0.256924
110,255,8,0.311605
110,260,8,0.308262
110,265,8,0.306603
110,270,8,0.325116
110,275,8,0.357174
110,280,8,0.444468
110,285,8,0.450096
110,290,8,0.425246
110,295,8,0.413406
110,300,8,0.432454
115,120,38,0.056945
115,125,36,0.003441
115,130,24,0.056292
115,135,20,0.004535
115,140,16,0.021877
115,145,16,0.045586
115,150,18,0.077528
115,155,16,0.020663
115,160,16,0.069238
115,165,18,0.070140
115,170,12,0.147499
115,175,12,0.199083
115,180,12,0.182156
115,185,10,0.135148
115,190,10,0.214947
115,195,8,0.337166
115,200,10,0.310229
115,205,10,0.317964
115,210,8,0.292712
115,215,8,0.308764
115,220,8,0.345918
115,225,8,0.299840
115,230,8,0.263514
115,235,8,0.270115
115,240,8,0.265300
115,245,8,0.283459
115,250,8,0.324032
115,255,8,0.346737
115,260,8,0.374671
115,265,8,0.303858
115,270,8,0.361323
115,275,8,0.363471
115,280,8,0.242794
115,285,8,0.234982
115,290,8,0.281739
115,295,8,0.300100
115,300,8,0.307734
120,125,36,0.128506
120,130,32,0.272266
120,135,26,0.223857
120,140,18,0.130046
120,145,18,-0.002207
120,150,16,0.184375
120,155,18,0.144059
120,160,16,0.130639
120,165,16,0.175521
120,170,18,0.174461
120,175,16,0.246459
120,180,12,0.207194
120,185,10,0.235162
120,190,10,0.320083
120,195,10,0.298707
120,200,12,0.299173
120,205,10,0.306652
120,210,10,0.336896
120,215,8,0.323196
120,220,8,0.373512
120,225,8,0.358121
120,230,8,0.317792
120,235,8,0.420593
120,240,8,0.381189
120,245,8,0.389657
120,250,8,0.387302
120,255,8,0.474899
120,260,8,0.421958
120,265,8,0.363189
120,270,8,0.400754
120,275,8,0.422398
120,280,8,0.352486
120,285,8,0.333848
120,290,8,0.358825
120,295,8,0.363727
120,300,8,0.393230
125,130,34,0.148598
125,135,28,0.079286
125,140,22,0.167966
125,145,18,0.175385
125,150,16,0.193360
125,155,16,0.141522
125,160,16,0.173817
125,165,16,0.210022
125,170,18,0.204151
125,175,14,0.159082
125,180,12,0.203986
125,185,10,0.257784
125,190,10,0.291135
125,195,10,0.349795
125,200,10,0.316502
125,205,10,0.348282
125,210,12,0.330890
125,215,8,0.444206
125,220,8,0.357037
125,225,8,0.382056
125,230,8,0.370895
125,235,8,0.359329
125,240,8,0.342086
125,245,8,0.329864
125,250,8,0.355561
125,255,8,0.362759
125,260,8,0.379181
125,265,8,0.388575
125,270,8,0.354033
125,275,8,0.355632
125,280,8,0.348560
125,285,8,0.336756
125,290,8,0.360115
125,295,8,0.376085
125,300,8,0.396134
130,135,36,0.011025
130,140,26,0.212762
130,145,20,0.207355
130,150,16,0.187966
130,155,16,0.113497
130,160,16,0.185994
130,165,16,0.272659
130,170,16,0.302449
130,175,14,0.253303
130,180,20,0.301701
130,185,10,0.346756
130,190,10,0.372843
130,195,10,0.364859
130,200,10,0.381293
130,205,10,0.490910
130,210,10,0.370769
130,215,10,0.475690
130,220,8,0.454780
130,225,8,0.484709
130,230,8,0.501941
130,235,8,0.503128
130,240,8,0.457948
130,245,8,0.493824
130,250,8,0.434596
130,255,8,0.420298
130,260,8,0.412282
130,265,8,0.430581
130,270,8,0.345667
130,275,8,0.394088
130,280,8,0.413772
130,285,8,0.414747
130,290,8,0.422169
130,295,8,0.428209
130,300,8,0.402251
135,140,36,0.184499
135,145,26,0.084773
135,150,18,0.182203
135,155,18,0.281916
135,160,16,0.221837
135,165,16,0.389294
135,170,14,0.304725
135,175,14,0.306654
135,180,16,0.272690
135,185,12,0.336476
135,190,12,0.358263
135,195,10,0.390256
135,200,10,0.421631
135,205,10,0.273934
135,210,10,0.366297
135,215,10,0.350513
135,220,10,0.405976
135,225,10,0.365484
135,230,8,0.342093
135,235,8,0.406575
135,240,8,0.457371
135,245,8,0.412255
135,250,8,0.417911
135,255,8,0.381881
135,260,8,0.361543
135,265,8,0.384423
135,270,8,0.380871
135,275,8,0.421366
135,280,8,0.412956
135,285,8,0.438223
135,290,8,0.435711
135,295,8,0.483637
135,300,8,0.472498
140,145,34,0.189149
140,150,24,0.178762
140,155,18,0.166566
140,160,18,0.221702
140,165,16,0.363028
140,170,14,0.288632
140,175,14,0.346870
140,180,14,0.372992
140,185,14,0.218080
140,190,12,0.254557
140,195,12,0.314105
140,200,10,0.330944
140,205,10,0.245296
140,210,10,0.332868
140,215,8,0.350344
140,220,8,0.375519
140,225,8,0.417276
140,230,8,0.429490
140,235,8,0.441154
140,240,10,0.377172
140,245,8,0.394849
140,250,8,0.454926
140,255,8,0.433189
140,260,8,0.393074
140,265,8,0.416760
140,270,8,0.422367
140,275,8,0.443574
140,280,8,0.476809
140,285,8,0.429335
140,290,8,0.468847
140,295,8,0.443923
140,300,8,0.443688
145,150,30,0.218327
145,155,22,0.225104
145,160,18,0.335382
145,165,16,0.321581
145,170,16,0.326747
145,175,14,0.323310
145,180,14,0.287859
145,185,14,0.245972
145,190,14,0.250425
145,195,12,0.239155
145,200,12,0.173937
145,205,12,0.276091
145,210,10,0.302747
145,215,10,0.308005
145,220,8,0.364744
145,225,8,0.361021
145,230,8,0.357208
145,235,8,0.355431
145,240,8,0.417035
145,245,8,0.368020
145,250,12,0.340602
145,255,8,0.376999
145,260,8,0.369018
145,265,8,0.385581
145,270,8,0.355118
145,275,8,0.350689
145,280,8,0.384364
145,285,8,0.366725
145,290,8,0.421365
145,295,8,0.463141
145,300,8,0.465971
150,155,30,0.379963
150,160,24,0.315405
150,165,18,0.390967
150,170,14,0.307542
150,175,14,0.197126
150,180,16,0.184846
