short_SMA,long_SMA,trades,sharpe_ratio
150,185,14,0.248252
150,190,14,0.269179
150,195,12,0.150627
150,200,12,0.265910
150,205,12,0.316292
150,210,12,0.368146
150,215,10,0.382666
150,220,8,0.419367
150,225,8,0.447590
150,230,8,0.458590
150,235,8,0.470534
150,240,8,0.496240
150,245,8,0.484216
150,250,8,0.460216
150,255,8,0.515143
150,260,12,0.497540
150,265,8,0.460302
150,270,8,0.464056
150,275,8,0.481500
150,280,8,0.468188
150,285,8,0.465106
150,290,8,0.473060
150,295,8,0.420039
150,300,8,0.395458
155,160,28,0.341666
155,165,22,0.180748
155,170,18,0.272539
155,175,14,0.232622
155,180,14,0.231886
155,185,14,0.217936
155,190,14,0.250441
155,195,14,0.262546
155,200,12,0.357482
155,205,12,0.383393
155,210,12,0.438512
155,215,12,0.409819
155,220,10,0.466744
155,225,8,0.480802
155,230,8,0.499283
155,235,8,0.469623
155,240,8,0.513593
155,245,8,0.541747
155,250,8,0.540621
155,255,8,0.520411
155,260,8,0.490884
155,265,8,0.519566
155,270,8,0.523455
155,275,8,0.497405
155,280,8,0.507529
155,285,8,0.510841
155,290,8,0.543458
155,295,8,0.583928
155,300,8,0.509024
160,165,30,0.239257
160,170,20,0.299876
160,175,16,0.293328
160,180,14,0.208911
160,185,14,0.256043
160,190,14,0.244222
160,195,14,0.412783
160,200,12,0.473391
160,205,12,0.512131
160,210,12,0.505049
160,215,12,0.548504
160,220,12,0.522765
160,225,8,0.547331
160,230,8,0.568878
160,235,8,0.584928
160,240,8,0.603734
160,245,8,0.611090
160,250,8,0.604128
160,255,8,0.629233
160,260,8,0.694239
160,265,8,0.732745
160,270,8,0.753636
160,275,8,0.747135
160,280,8,0.611116
160,285,8,0.539337
160,290,8,0.546263
160,295,8,0.482857
160,300,8,0.460955
165,170,32,0.306724
165,175,22,0.197802
165,180,18,0.323567
165,185,14,0.411926
165,190,14,0.361812
165,195,14,0.378457
165,200,16,0.477020
165,205,12,0.449810
165,210,12,0.411092
165,215,12,0.423994
165,220,12,0.471810
165,225,10,0.493318
165,230,8,0.521662
165,235,8,0.540463
165,240,8,0.527869
165,245,8,0.530554
165,250,8,0.599881
165,255,8,0.630408
165,260,8,0.659454
165,265,8,0.626973
165,270,8,0.627653
165,275,8,0.639950
165,280,10,0.647692
165,285,8,0.644458
165,290,8,0.663316
165,295,8,0.627743
165,300,8,0.641953
170,175,28,0.251004
170,180,24,0.337709
170,185,18,0.360136
170,190,18,0.380793
170,195,16,0.472807
170,200,16,0.393464
170,205,14,0.375316
170,210,12,0.375922
170,215,12,0.435363
170,220,12,0.502957
170,225,10,0.472770
170,230,10,0.476322
170,235,8,0.494558
170,240,8,0.578805
170,245,8,0.584981
170,250,8,0.646013
170,255,8,0.624107
170,260,8,0.597218
170,265,8,0.540079
170,270,8,0.569910
170,275,8,0.587579
170,280,8,0.560586
170,285,8,0.482131
170,290,8,0.573999
170,295,8,0.558976
170,300,8,0.564849
175,180,28,0.513169
175,185,24,0.395152
175,190,18,0.430237
175,195,18,0.428728
175,200,16,0.447196
175,205,18,0.482079
175,210,14,0.409736
175,215,12,0.445519
175,220,12,0.468701
175,225,16,0.482256
175,230,10,0.521989
175,235,10,0.612674
175,240,8,0.548007
175,245,8,0.555370
175,250,8,0.576560
175,255,8,0.593732
175,260,8,0.549147
175,265,8,0.507002
175,270,8,0.552594
175,275,8,0.476093
175,280,8,0.517376
175,285,8,0.485074
175,290,8,0.626051
175,295,8,0.597115
175,300,8,0.535200
180,185,28,0.471704
180,190,22,0.504124
180,195,18,0.458662
180,200,20,0.495867
180,205,16,0.564425
180,210,16,0.492490
180,215,12,0.417184
180,220,12,0.463540
180,225,12,0.572018
180,230,12,0.565923
180,235,10,0.519863
180,240,10,0.513541
180,245,8,0.576434
180,250,8,0.481337
180,255,8,0.492906
180,260,8,0.457222
180,265,8,0.540536
180,270,8,0.540987
180,275,8,0.509485
180,280,8,0.540703
180,285,8,0.609513
180,290,8,0.619975
180,295,8,0.554570
180,300,8,0.493168
185,190,30,0.614866
185,195,22,0.569009
185,200,18,0.513342
185,205,20,0.509009
185,210,16,0.410760
185,215,16,0.461848
185,220,12,0.601400
185,225,12,0.592677
185,230,14,0.541362
185,235,10,0.515924
185,240,10,0.574197
185,245,10,0.486959
185,250,8,0.437688
185,255,8,0.516952
185,260,8,0.520751
185,265,8,0.480245
185,270,8,0.490312
185,275,8,0.517690
185,280,8,0.518978
185,285,8,0.538043
185,290,8,0.517482
185,295,8,0.367829
185,300,8,0.393745
190,195,32,0.590537
190,200,24,0.471712
190,205,18,0.458294
190,210,20,0.388269
190,215,16,0.477718
190,220,14,0.529798
190,225,12,0.535056
190,230,12,0.535245
190,235,10,0.518557
190,240,10,0.473741
190,245,10,0.429056
190,250,10,0.522404
190,255,8,0.471241
190,260,8,0.457289
190,265,8,0.490220
190,270,8,0.527027
190,275,8,0.497138
190,280,8,0.468640
190,285,8,0.318177
190,290,8,0.318729
190,295,8,0.338100
190,300,8,0.420931
195,200,36,0.480647
195,205,24,0.365682
195,210,18,0.445756
195,215,18,0.462751
195,220,16,0.620525
195,225,14,0.540337
195,230,14,0.550196
195,235,12,0.496526
195,240,10,0.515280
195,245,12,0.571193
195,250,12,0.503775
195,255,10,0.523170
195,260,8,0.566203
195,265,8,0.462804
195,270,8,0.425523
195,275,8,0.383681
195,280,8,0.309055
195,285,8,0.381333
195,290,8,0.421934
195,295,8,0.413332
195,300,8,0.476459
200,205,36,0.464614
200,210,32,0.460318
200,215,18,0.648066
200,220,16,0.550458
200,225,16,0.578654
200,230,14,0.504715
200,235,14,0.473628
200,240,10,0.504813
200,245,12,0.520582
200,250,12,0.450340
200,255,12,0.325149
200,260,12,0.358279
200,265,10,0.387838
200,270,8,0.326130
200,275,8,0.268511
200,280,8,0.341817
200,285,8,0.433820
200,290,8,0.463074
200,295,8,0.470535
200,300,8,0.492134
205,210,42,0.422447
205,215,28,0.408700
205,220,22,0.358770
205,225,20,0.487111
205,230,14,0.452733
205,235,14,0.455072
205,240,16,0.583051
205,245,14,0.533098
205,250,12,0.376428
205,255,12,0.247539
205,260,12,0.308943
205,265,12,0.184541
205,270,12,0.192260
205,275,10,0.323154
205,280,8,0.398607
205,285,8,0.480924
205,290,8,0.471731
205,295,8,0.512088
205,300,8,0.578532
210,215,34,0.317451
210,220,28,0.441074
210,225,22,0.337201
210,230,20,0.447278
210,235,16,0.559570
210,240,14,0.696967
210,245,14,0.367436
210,250,12,0.354340
210,255,12,0.238473
210,260,12,0.170876
210,265,12,0.167319
210,270,12,0.217969
210,275,12,0.291425
210,280,10,0.435478
210,285,8,0.438704
210,290,8,0.504131
210,295,8,0.572197
210,300,8,0.542669
215,220,40,0.297902
215,225,30,0.347839
215,230,24,0.502471
215,235,18,0.469022
215,240,16,0.540383
215,245,14,0.445362
215,250,14,0.319075
215,255,12,0.031379
215,260,12,0.070067
215,265,12,0.186543
215,270,12,0.238908
215,275,12,0.353131
215,280,14,0.327856
215,285,10,0.409913
215,290,10,0.594941
215,295,8,0.531807
215,300,8,0.558626
220,225,38,0.288879
220,230,28,0.242011
220,235,22,0.426846
220,240,18,0.414935
220,245,16,0.344750
220,250,12,0.273459
220,255,12,0.286732
220,260,12,0.140631
220,265,12,0.278893
220,270,12,0.236045
220,275,12,0.373541
220,280,14,0.408768
220,285,12,0.483575
220,290,12,0.482460
220,295,10,0.545375
220,300,8,0.593106
225,230,38,0.403216
225,235,26,0.419703
225,240,22,0.471371
225,245,14,0.390283
225,250,14,0.373267
225,255,12,0.396302
225,260,12,0.373025
225,265,12,0.238092
225,270,12,0.339268
225,275,12,0.417233
225,280,12,0.432141
225,285,14,0.466558
225,290,12,0.479049
225,295,12,0.561311
225,300,10,0.516470
230,235,40,0.438850
230,240,24,0.419102
230,245,18,0.346211
230,250,14,0.416542
230,255,14,0.369992
230,260,12,0.336585
230,265,12,0.304516
230,270,12,0.325078
230,275,12,0.363952
230,280,12,0.379124
230,285,12,0.448426
230,290,12,0.454203
230,295,12,0.507049
230,300,10,0.526481
235,240,36,0.257586
235,245,24,0.368496
235,250,18,0.414707
235,255,14,0.383216
235,260,14,0.373923
235,265,12,0.427205
235,270,12,0.425551
235,275,12,0.442530
235,280,12,0.433430
235,285,12,0.424543
235,290,12,0.517149
235,295,10,0.407937
235,300,8,0.524434
240,245,30,0.327542
240,250,24,0.238346
240,255,16,0.298312
240,260,14,0.402902
240,265,14,0.371126
240,270,12,0.423348
240,275,12,0.295984
240,280,12,0.360092
240,285,12,0.415454
240,290,12,0.454343
240,295,10,0.555625
240,300,8,0.541501
245,250,30,0.196326
245,255,24,0.306663
245,260,16,0.378978
245,265,14,0.388436
245,270,14,0.357432
245,275,12,0.316311
245,280,12,0.359350
245,285,12,0.419171
245,290,12,0.422883
245,295,12,0.271818
245,300,8,0.404806
250,255,26,0.282249
250,260,22,0.239613
250,265,14,0.344518
250,270,14,0.347221
250,275,14,0.335844
250,280,12,0.397507
250,285,12,0.429883
250,290,12,0.288241
250,295,12,0.399997
250,300,12,0.415852
255,260,28,0.229000
255,265,22,0.271581
255,270,14,0.385086
255,275,14,0.399520
255,280,14,0.393135
255,285,12,0.400161
255,290,12,0.439768
255,295,12,0.376381
255,300,10,0.413680
260,265,30,0.410279
260,270,24,0.491855
260,275,14,0.481274
260,280,14,0.346471
260,285,14,0.554269
260,290,12,0.504173
260,295,10,0.383971
260,300,10,0.452563
265,270,26,0.526350
265,275,22,0.386058
265,280,16,0.280276
265,285,14,0.381785
265,290,14,0.447205
265,295,10,0.444024
265,300,10,0.488201
270,275,26,0.183980
270,280,20,0.347125
270,285,14,0.423623
270,290,12,0.491056
270,295,12,0.431548
270,300,10,0.463244
275,280,26,0.435356
275,285,22,0.542880
275,290,14,0.482372
275,295,12,0.417806
275,300,10,0.495295
280,285,24,0.452067
280,290,20,0.464240
280,295,12,0.463296
280,300,10,0.485826
285,290,20,0.462067
285,295,18,0.508949
285,300,14,0.515014
290,295,26,0.464700
290,300,16,0.582797
295,300,28,0.639855
