period_label,date,trading_days,Best_sharpe,Best_return,Medoid_1_sharpe,Medoid_1_return,Avg_Medoid_sharpe,Avg_Medoid_return,Best_sharpe_rounded,Avg_Medoid_sharpe_rounded
2021-09,2021-09-15,43,-2.246843013602172,-31798.000000000015,-2.2316919522332674,-31618.00000000006,-2.2316919522332674,-31618.00000000006,-2.25,-2.23
2021-11,2021-11-15,44,-3.211035115051347,-73087.99999999991,-1.4800949225727684,-34036.0,-1.4800949225727684,-34036.0,-3.21,-1.48
2022-01,2022-01-15,41,-3.5444907192218653,-42304.00000000002,-3.5444907192218653,-42304.00000000002,-3.5444907192218653,-42304.00000000002,-3.54,-3.54
2022-03,2022-03-15,43,-3.506468899155634,-49990.000000000044,-3.890936580348652,-55230.0,-3.890936580348652,-55230.0,-3.51,-3.89
2022-05,2022-05-15,44,-1.2096404121529514,-17515.999999999953,-1.586281426348363,-22916.000000000004,-1.586281426348363,-22916.000000000004,-1.21,-1.59
2022-07,2022-07-15,44,1.1190100589295278,12972.0,1.9768737755101093,22763.99999999999,1.9768737755101093,22763.99999999999,1.12,1.98
2022-09,2022-09-15,43,1.6333153772256825,19661.999999999953,1.822180250298064,21890.00000000001,1.822180250298064,21890.00000000001,1.63,1.82
2022-11,2022-11-15,43,3.036606650917858,34629.99999999999,3.3009015378196316,37490.0,3.3009015378196316,37490.0,3.04,3.3
2023-01,2023-01-15,41,1.8884692544295307,20698.00000000003,2.268816149968953,24850.00000000003,2.268816149968953,24850.00000000003,1.89,2.27
2023-03,2023-03-15,42,1.614482211207814,22302.000000000015,-1.0529396608188262,-14734.000000000035,-1.0529396608188262,-14734.000000000035,1.61,-1.05
2023-05,2023-05-15,45,4.3032139325134375,46420.00000000002,4.3032139325134375,46420.00000000002,4.3032139325134375,46420.00000000002,4.3,4.3
2023-07,2023-07-15,42,-1.7491080011458378,-25652.00000000003,-1.9520963672434597,-28544.000000000033,-1.9520963672434597,-28544.000000000033,-1.75,-1.95
2023-09,2023-09-15,43,-2.5680353705107883,-36216.00000000002,-0.72771361169564,-10344.000000000018,-0.72771361169564,-10344.000000000018,-2.57,-0.73
2023-11,2023-11-15,42,2.855527411798026,25589.999999999996,2.0239268404581288,18209.999999999967,2.0239268404581288,18209.999999999967,2.86,2.02
2024-01,2024-01-15,43,1.8016427788602987,21910.00000000002,1.8016427788602987,21910.00000000002,1.8016427788602987,21910.00000000002,1.8,1.8
2024-03,2024-03-15,42,-2.1274306017508784,-25553.999999999993,-2.1274306017508784,-25553.999999999993,-2.1274306017508784,-25553.999999999993,-2.13,-2.13
2024-05,2024-05-15,43,1.1799116416205868,9835.999999999978,0.9267033227787236,7735.999999999998,0.9267033227787236,7735.999999999998,1.18,0.93
2024-07,2024-07-15,44,0.9078923276296006,35540.00000000006,0.9038778786293873,35384.00000000006,0.9038778786293873,35384.00000000006,0.91,0.9
2024-09,2024-09-15,44,0.9044135977290348,11355.999999999962,2.0368723485115225,25379.999999999996,2.0368723485115225,25379.999999999996,0.9,2.04
2024-11,2024-11-15,42,-0.5033390030579912,-10683.999999999993,-1.8936097691617177,-39891.99999999999,-1.8936097691617177,-39891.99999999999,-0.5,-1.89
