period_label,date,trading_days,Best_sharpe,Best_return,Medoid_1_sharpe,Medoid_1_return,Medoid_2_sharpe,Medoid_2_return,Medoid_3_sharpe,Medoid_3_return,Avg_Medoid_sharpe,Avg_Medoid_return,Best_sharpe_rounded,Avg_Medoid_sharpe_rounded
2021-09,2021-09-15,36,1.791741727264441,19099.999999999967,-0.5132801488590865,-5499.999999999967,1.791741727264441,19099.999999999967,-2.411752626071225,-25599.999999999938,-0.3777636825552902,-3999.9999999999795,1.79,-0.38
2021-11,2021-11-15,43,-3.2927009588135046,-40575.00000000002,-3.3037451437010503,-40725.00000000002,-2.2172542781450977,-27674.999999999953,-1.1035909028378073,-13875.000000000055,-2.208196774894652,-27425.00000000001,-3.29,-2.21
2022-01,2022-01-15,39,-1.9098639574365819,-22349.999999999935,-3.246218725690849,-37500.0,-2.1392142014567503,-25050.00000000003,-3.246218725690849,-37500.0,-2.877217217612816,-33350.00000000001,-1.91,-2.88
2022-03,2022-03-15,43,0.3687227323671734,5337.499999999993,0.13729909793275577,1987.4999999999418,1.7129628763038183,24662.50000000004,1.0808216032071607,15612.500000000058,0.9770278591479116,14087.500000000015,0.37,0.98
2022-05,2022-05-15,42,-0.9556446095757148,-13562.500000000033,-0.9556446095757148,-13562.500000000033,-0.9556446095757148,-13562.500000000033,-0.9556446095757148,-13562.500000000033,-0.9556446095757148,-13562.500000000035,-0.96,-0.96
2022-07,2022-07-15,43,-1.1478148956174048,-14537.499999999978,-0.18420073371485562,-2337.4999999999936,-1.1478148956174048,-14537.499999999978,-0.49946408252275015,-6337.500000000052,-0.6104932372850035,-7737.500000000007,-1.15,-0.61
2022-09,2022-09-15,42,1.6704399469514033,19650.000000000036,-1.131554160439461,-13349.99999999993,1.6704399469514033,19650.000000000036,-2.188214823644837,-25649.999999999996,-0.5497763457109649,-6449.999999999964,1.67,-0.55
2022-11,2022-11-15,42,-0.9928973349006855,-12525.00000000003,-0.9928973349006855,-12525.00000000003,-1.4197211465029034,-17875.00000000005,-0.9928973349006855,-12525.00000000003,-1.1351719387680916,-14308.33333333337,-0.99,-1.14
2023-01,2023-01-15,39,0.5683327011033841,6712.5,1.078552972981095,12712.499999999915,1.4829211533044444,17437.499999999956,1.6797268349556593,19712.49999999991,1.4137336537470662,16620.83333333326,0.57,1.41
2023-03,2023-03-15,42,3.047042705155492,39199.99999999999,3.047042705155492,39199.99999999999,-3.0278947876744957,-38950.0000000001,3.047042705155492,39199.99999999999,1.0220635408788294,13149.999999999962,3.05,1.02
2023-05,2023-05-15,43,2.158514724394184,33000.0,2.158514724394184,33000.0,2.158514724394184,33000.0,2.158514724394184,33000.0,2.158514724394184,33000.0,2.16,2.16
2023-07,2023-07-15,43,0.6972674127366255,6550.000000000038,0.6972674127366255,6550.000000000038,0.6972674127366255,6550.000000000038,0.6972674127366255,6550.000000000038,0.6972674127366255,6550.000000000039,0.7,0.7
2023-09,2023-09-15,42,-3.2297508562318464,-47137.499999999985,-3.2297508562318464,-47137.499999999985,-3.2297508562318464,-47137.499999999985,-3.7058844390427135,-53737.499999999985,-3.388462050502136,-49337.49999999998,-3.23,-3.39
2023-11,2023-11-15,41,-2.226075365685745,-35062.49999999998,2.4081052000612977,37862.499999999956,-2.226075365685745,-35062.49999999998,2.226075365685745,35062.49999999998,0.8027017333537659,12620.83333333332,-2.23,0.8
2024-01,2024-01-15,41,5.133498546004611,48074.99999999995,-7.0228562506221,-63174.99999999995,1.0547613713555313,10375.000000000035,-4.802766593119963,-45275.00000000008,-3.590287157462177,-32691.666666666668,5.13,-3.59
2024-03,2024-03-15,42,-0.6259072318598524,-8774.999999999945,-1.7167982539445046,-23924.999999999964,1.7167982539445046,23924.999999999964,-1.7167982539445046,-23924.999999999964,-0.5722660846481682,-7974.999999999988,-0.63,-0.57
2024-05,2024-05-15,41,-0.7065781411691388,-7437.500000000011,-2.2364233189798095,-23337.499999999996,-0.7065781411691388,-7437.500000000011,-1.4880220211154918,-15612.499999999975,-1.4770078270881466,-15462.499999999995,-0.71,-1.48
2024-07,2024-07-15,44,2.601623797079253,36612.5,-1.5093686400687556,-21412.49999999992,-1.345082869238082,-19112.499999999993,-2.174510112475535,-30712.499999999898,-1.676320540594124,-23745.83333333327,2.6,-1.68
2024-09,2024-09-15,43,3.781793455114692,38524.999999999985,-1.2072007674442262,-12624.999999999982,1.6999604774735246,17725.000000000055,-2.4714504436719262,-25550.00000000002,-0.6595635778808759,-6816.666666666649,3.78,-0.66
2024-11,2024-11-15,41,0.7724354574263951,8799.999999999973,3.6787436039860335,40899.99999999996,-5.120827410378509,-55550.00000000006,5.120827410378509,55550.00000000006,1.2262478679953446,13633.333333333321,0.77,1.23
